"cle","summery"
"ch1119","frontend developer with previous experience in retail, focus on how to give our customers and users the best experiences possible. while making the most of our websites whether its online shopping or just a communication portal with our customers."
"ch1120","php web developer having profound knowledge of web development with more than  3 years of experience as a professional web developer.   good at building websites and web applications from scratch to end using latest web technologies.  eager to learn new web technologies and advancements in web world to enhance my knowledge and skills.  i am passionate what i do and always give 100%. when i understand a project or task, i don   t just complete it, i go the extra mile and make it better than the requested. ,"
"ch1121","looking for the opportunity to bring my experience with desktop, web and mobile app development to a software engineer position with the company incorporating critical thinking, problem solving, and leadership. "
"ch1122","i am looking for to growth oriented position. i am therefore keen to find a new suitably challenging role in your esteemed organization where efforts and abilities are appreciated.  i am an enthusiastic and dedicated professional with feasible experience. a person who is able to develop and motivate the other to achieve targets. i can demonstrate a strong ability to manage projects from conception to successful completion. a proactive individual with a logical approach to challenge. i perform effectively even within a highly pressurized working environment. , devronix solutions llc , web developer "
"ch1123","involved in both the fields of web development and graphic design. ability to understand client needs from an early stage and actualize projects through design and development. experience in leadership roles, guiding both designers and developers through project completion. involvement working with large and small teams, as well as independently. "
"ch1124","hanif jadoon software engineering from university of peshawar ,pakistan . specialty mean stack developer, web developing and designing  with 4+ years practical experience in different it industry . nowadays i am working in andpercent company as backend developer using nodejs also worked in code for pakistan at durshal(kpitb) past kpitb and itec(information technology excellence center),kpk .the main thing which i would like that's  believing in hard work as an honest guy, belief on practical work, i want to work with an organization providing a healthy environment and opportunity to work as a team member i can utilize my knowledge and professional skills with my full devotion.  *. nodejs using express  *. web development   core php,php framework, javascript , jquery , ajax ,xml. *. framework   codeigniter *. web designing  bootstrap ,html5 , css,jquery , photoshop *. banner designing   photoshop *. database  mysql *. operating system  windows *.tools   netbeans , phpstorm ,dreamweaver , sublimetext *.project acquired skills  development, design"
"ch1125","experienced software engineer with a demonstrated history of working in the computer software industry. skilled in android, unity3d and databases. strong engineering professional with a bachelor   s degree focused in computer software engineering from international islamic university. , laraibazzad trillium information security systems "
"ch1126","experienced developer with a demonstrated history of working in the information technology and services industry. strong engineering professional skilled in cascading style sheets (css), bootstrap, css sprites, wordpress,html, php, laravel, javascript, jquery and codegnitor ,"
"ch1127","enhancing digital service is my passion and coding is my pleasure. problem solving is my trusty of soul. finally innovation is my goal. "
"ch1128","senior web developer,specialize in custom solution development on wordpress or core php, recently done fue projects of shopify custom theme development, currently get my hands dirty with vue.js...  #wordpress #php #vue.js , hammad_oct "
"ch1129","hi, my name is rehan ashraf. i'm web developer. welcome to my profile! , meshtech solutions "
"ch1130","exceptionally creative and dependable entry level it professional with a stellar customer service record and superb work ethic. broadly and deeply knowledgeable. seeking a position to assist in company   s needs and learn more as part of it industry through my following skills       c# development     user support installation, configuration and troubleshooting software and hardware.     web technologies including asp.net core. rest api, angular.     databases including postgresql, ms sql server, mysql server and oracle.     web designing ,"
"ch1131","skilled in web application technologies and still working on developing some more awesome open source technology skills. , jeeglo , web developer "
"ch1132","i have good expertise in web development. programming is my passion , minhasoft , web developer "
"ch1133","a highly-motivated, ambitious and committed individual with a solid background in development. excellent communication skills combined with the ability to liaise effectively at all levels.  self-motivated and resourceful as well as possessing strong analytical skills.  i can cover the whole lifecycle of development as part of working together.  this includes getting creative and offering my expertise when it comes to features and design. meeting goals, making deadlines and consistently challenging myself to learn is a top priority.  i am both detail and goal-oriented and thrive in a fast-paced environment."
"ch1134","i have 5 skills. first of all  1. web design and development. 2. mobile app development. 3. wordpress development. 4. social media marketing. 5. customer service representive. , wizweb technology , web developer "
"ch1135","i'm a passionate web developer, virtual assistant, and business developer. i've worked a year as a web developer and designer. 1 year as a product and import manager. and right now working as a remote web developer for arando.io, getgeniuspro, global markets system, ieo labs, etc. and virtual assistant on freelancer. i'm also a student of bachelors of science in computer sciences from the virtual university of pakistan. and having a diploma in software engineering from aptech. i'm on experience level and would love to connect the like-minded people who could share their experience in ideas.  looking forward to connecting with you  ) "
"ch1136","working to make this world a better place to live for humanity. #webdeveloper #wordpress #java , punjab police pakistan , police station assitant "
"ch1137","experienced business owner with a demonstrated history of working in the graphic design industry. skilled in web development, web design, logo design, typography, user interface design, editing and graphic design. strong business development professional. , kallewangstedt "
"ch1138","experienced wordpress developer with a demonstrated history of working in the information technology and services industry. strong engineering professional skilled in php, wordpress, jquery, databases, and .net framework."
"ch1139","experienced senior software engineer with a demonstrated history of working in the software industry. skilled in google checkout, twitter, php, wordpress, and paypal integration. strong engineering professional with a bachelor of science (bs) focused in computer science from university of karachi. "
"ch1140","nothing special "
"ch1141","currently working as a web developer at aplome. previously worked as a web developer intern at civil aviation authority and a lotus developer at customer support center bahria town. , aplome , web developer "
"ch1142","from the very beginning, i had a passion to read & write, loved to play around with words to make my content talk & breathe all thanks to the assistance from my teachers and trainers. i had initially started my education in the science discipline, however, i soon realized i had a knack for writing. thus, i pursued a degree in english literature & linguistic from numl islamabad and successfully achieved the skill to bring out the best in content & tweak it to the client's desire. as a passionate writer, i constantly seek challenging content writer tasks to work upon. "
"ch1143","specialties  drupal, html, css, sass, javascript , geekymoa "
"ch1144","strong in design and integration problem-solving skills. good in, html css basic php, and wordpress design and customization. expert in illustrator and adobe photo shop. good in editing and applying effect on videos using various software such as adobe after effects, adobe premiere and wondershare filmora. good written and verbal communications. looking forward to join your company and apply my skills to make it reach new heights. currently working as frontend and wordpress developer. ,"
"ch1145","experienced junior web developer with a demonstrated history of working in the computer software industry. skilled in microsoft word, php, jquery, databases, laravel, and codeigniter. strong engineering professional with a software engineering focused in information technology from aptech computer education. "
"ch1146","with full-stack web development experience for global businesses, i offer the technical expertise you are seeking for. in this position, i have managed web development projects for clients in various businesses including technology, manufacturing, pharmaceutical, hospitality, f&b, retail and financial services. i am fully capable for developing robust, high-speed web and mobile apps, my web development work has facilitated produce profits, accelerate client acquisition, and deliver an industry-leading competitive benefit. please review my portfolio, which delivers details of these projects and examples of skills in      web development using wordpress, php, codeigniter, html5, css3, javascript,          jquery"
"ch1147","codeigniter developer at applicon soft. currently working on web applications in  codeigniter.  skills  php codeigniter api development rest api's ajax request. jquery. html css database. sql ,"
"ch1148","system developer since 2002, (~4 in java and the rest in .net/javascript). working mainly with web development. a lot of angularjs & episerver development but also a lot of jquery, javascript, asp.net & css/rwd. ,"
"ch1149","this letter is to present myself for an available position in your organization.  i   m an ui/ux with 4 years of extensive and diverse experience in a number of commercial projects. solid understanding of w3 standards, usability and aesthetics, together with my sound knowledge on ux development, i have developed many wordpress cms driven websites, mobile responsive sites, portals and applications. ,"
"ch1150","web developer with 1 year of experience in different phases of software development life cycle (sdlc) including design, implementation, and testing during the development of software applications. excellent object-oriented design and development skills with a focus on java se. dedicated and self-motivated with a solid educational background in computer science. "
"ch1151","innovative web developer with 1 year experience building various types of websites using html, css, javascript, wordpress, php working in a team set up with the capacity to train others in web management, is desirous in establishing a career with a world-renowned it company ,"
"ch1152","opportunity to work with the latest technologies. strong team builder and leader and have high level of personal morals and integrity, willing to work hard and have a great desire to learn. , comstar isa "
"ch1153","technically creative and detail-oriented developer with proven performance. ability to balance creativity with thoughtful, pragmatic technical solutions. enthusiastic, self-driven and honest.  key skills   website development  .net framework, c#, asp.net mvc, linq, entity framework, ajax, javascript, jquery, json, webservices, wcf, asp.net web api, microsoft sql server,  mobile app development  android studio, xcode, jquerymobile, html5"
"ch1154","i am a web developer  i have a 3+ years of professional experience in this field.  during this experience i have designed & developed vast variety of website.  in order to make my projects successfully complete, i use latest technologies like html5, css3, bootstrap 3 & 4, jquery, wordpress and php.  these are some of more expertise   -react -wordpress website designing - shopify store designing - psd to html5 using any of css framework.  - sketches to html  - image to html  - psd to bootstrap.  - responsive designs  - web development  portfolio for web desiging and development "
"ch1155","i have worked on many web application projects. i hands on php, oop, and php freamworks.  i hands on project management, deployment, monitoring, support, testing and security of web applications. i'm also comfortable with vcs like git and github. i have also contributed in many open source repositories.  freamworks   _ laravel  databases   _ mysql  programming language  _ php _ javascript ,"
"ch1156","i'm currently working in college of physicians and surgeons pakistan (cpsp) as a junior software / web developer, i have worked in  matz solutions and in software pattern as junior software developer. i did my bachelors from bahria university in software engineering from 2013 to 2017."
"ch1157","working as a web developer in arhamsoft (ltd). , arhamsoft (pvt) ltd , web developer "
"ch1158","i'm an expert in the development of web applications and wordpress websites. i have done a lot of work on these. i have completed many projects properly and in the given time. i have also developed custom web applications of many types. my clients have a very pleasant interaction with me. i have been working to create and customize blogs for three years. i have also created many online sites like e-commerce sites, online booking systems, and many blogs. i have also skills in html, css, bootstrap, php, javascript, and mysql and can do any work in these. ,"
"ch1159","pakistan , over 10+ years of experience in managing the administration and public relations. thorough understanding of the value of integrated marketing strategies and plans. strong managerial,   interpersonal and communication skills. excellent multi-tasking, organizational and time-                management skills. ability to thrive in a demanding environment requiring a high degree of deadline-driven productivity, commitment, adaptability, communication, initiative and follow- through. strong attention to detail and commitment to delivering quality results. , ahsaaan_umar "
"ch1160","experienced freelance web developer with a demonstrated history of  building and managing sites for individuals, small businesses and organizations.   additionally, i offer white label services to other developers, designers and agencies who need support with project management, website builds, or any other overflow work.   my skill set includes project management (asana, trello, jira, teamwork, trello, git, bitbucket etc.), website evaluations, information architecture, domain names, hosting, site migrations, cpanel, html"
"ch1161","experienced senior web developer with a demonstrated history of working in the internet industry. skilled in php, wordpress, magento, magento 2, html and xhtml. strong engineering professional with a intermediate focused in international business/trade/commerce from commerce college karachi. "
"ch1162","i'm a web designer and  developer from karachi pakistan having several years of experience in the industry with a proven track record of successful achievements.  my only focus is to go beyond the industry standards, and help my clients achieve their goals, improve online  presence, develope the site's conversion rate and clearly covey their key message to the targeted audience.    instead of just making a website and closing the deal, i make a lifetime connection with customers, to make them get my assistance  whenever they need, without any kind of maintenance fee or  additional charges.  want to work with me  let's get connected at our official website wagasoft.com "
"ch1163","experienced web developer with a demonstrated history of working in the computer software industry. skilled in web design (html5, css3, js, es6), react, react-native, node.js, mongodb, laravel, mysql, adobe photoshop. strong work ethics with a master's degree focused in computer science from karachi university. ,"
"ch1164","experienced web developer with a demonstrated history of working in the computer software industry. skilled in graphics, php, responsive web design, graphic design, and web design. strong engineering professional graduated from studies software-engineering at mirpur university of science and technology (m.u.s.t) mirpur a.k. . "
"ch1165","applie product services , web developer "
"ch1166","self-employed , frontend web developer "
"ch1167","precise software peshware , web developer "
"ch1168","experienced web developer with a demonstrated history of working in the computer software industry. skilled in sql, php, c++, eclipse, and object-oriented programming (oop). strong engineering professional with a bachelor of science (bs) focused in computer science from sir syed university of engineering and technology. "
"ch1169","my objective to obtain a challenging position where each day brings something new and challenging that desires creativity to solve it, which will allow me to expand upon my education and continue to accumulate knowledge, skills for the, mutual benefit of the organization and my career.   my skills & abilities are    frontend development  - html and cascading style sheet (css). - html5, css3  - responsive websites using css3  media queries - bootstrap 3 - developing seo optimized theme  - cross browser compatibility - w3c standards and accessibility aware - javascript - jquery - firebase - wordpress - magento  backend development - wordpress theming using theme management panel  - wordpress plugin making & customization - magento theming - php  app development - version control using git - react - react native - redux  i am currently studying following languages   - javascript ninja - typescript - angular 4 - android and ios apps - node.js and express with typescript - gulp with typescript , shayanmemon27 ,"
"ch1170","i am a fresh graguated bscs from sir syed university. i am interested to work in asp.net,i also worked as a it assistent in artistic apparels ltd. now i want to do job as a asp.net developer. , kingdom vision "
"ch1171","creative web developer dedicated to building and optimizing the performance of user-centric, high-impact websites for nationwide. leverage technical, analytical and problem-solving skills to create dynamic, high-speed websites, apps and platforms fueling competitive advantage and revenue growth. expertise  1- web development 2- site troubleshooting 3- digital & ecommerce strategy 4- coding & programming 5- ux & ui design 6- crm & cms platforms 7- hosting & maintenance 8- information architecture , muhammad_asif0 "
"ch1172","experienced freelance web developer with a demonstrated history of working in the computer software industry. skilled in python, debian, wordpress, linux system administration, and .net framework. ,"
"ch1173","software engineer with working experience of web development having interest in learning new technologies, modern tools and techniques and software packages to create effective it solutions in an international environment. highly motivated team player, who has ability to perform confidently and effectively under pressure and thrives on challenge. enthusiastic learner, able to grasp concepts and technical skills quickly. ability to work both independently and in team environment.  i'm looking forward for an experience that is both intellectually and professionally valuable. i'm looking for an opportunity in an ambitious company that can offer development training, project-based learning and a mentoring program.  my objectives are to sense software innovations though creating, sharing and implementing knowledge. moreover, i want to learn and improve my skills in a comfortable yet professional environment so that i can add something positive in my career. "
"ch1174","experienced senior web developer with a demonstrated history of working in the computer software industry. skilled in html, software development, javascript, json, and c#. strong engineering professional with a diploma focused in mern stack developer from uit. ,"
"ch1175","i am a website developer mostly build projects on wordpress i have many satisfied clients and have keen interest to learn more about the new technologies. , 707 news , senior web an "
"ch1176","i have developed a wide range of websites using hmtl, dhtml, php, and mysql including sites for startup companies and small businesses. my core competency lies in complete end-end management of a new website development project, and i am seeking opportunities to build websites from the ground up for you or your business. i also have some experience in the following areas  sql, ajax, oop, asp net c# . , twikam1 ,"
"ch1177","to work with an organization where i can fully utilize my knowledge, skills and experience for mutual growth. a highly resourceful, innovative, and competent php developer with extensive experience in the layout, design and coding of websites specifically in php format. "
"ch1178","working on various web frameworks currently (angular5+) and integrating restful web services api's with developing creative ui/ux designs with also doing version controlling with (git) and doing the server operations (docker build) etc. , brainplow , web developer "
"ch1179","student at software engineering, seasoned freelancer having experience in multiple frameworks and languages. projects i've worked on are as following. --chat room applications --biometric based authentication --voice command controlled automation system --chatbot running on the top of node js. --web apis in express js --number of desktop apps --3rd party apis including facebook, twitter, instagram, twillio, sendgrid and more. ,"
"ch1180","experienced web developer with a demonstrated history of working in the information technology and services industry. skilled in laravel/php, making restfull apis, javascript/jquery, ajax and html. strong engineering professional with a master focused in information technology from minhaj university lahore. ,"
"ch1181","hello, my name is muhammad suleman and i belong to the very fertile land of khyber pathkoon khwa. i am a dweller of jandola where i received my basic education from comprehensive public high school dera ismail khan. it was there that i studied metrics and intermediate ics from govt college jandola fr tank. during my time at university at buitems i learned to allocate my time and energies into my studies to achieve the best results. i spend five to seven hours a day apart from my time in class studying and reading research related to the information from my classes.  and that is how i maintained my excellent academic record. i continue to use study time to explore the many aspects of software development and how new software development plays such an important role in this rapidly advancing aspect of our modern world.      apart from my studies i also joined student affairs council and became coordinate of event management club.  as coordinate of event management club buitems students affair i took part in many international, national and university level conferences and seminars. i accomplished this along with my studies.  student affairs activities was very important to me because it allowed me to help other students that were struggling.  i want to become an information technology professional and bring these advanced technologies to my nation and its people.  after graduation i stared working with turnotech a telecom based company,very fast i realize to join my software industry, now i am work as a web developer at haramayn group of company lahore. ,"
"ch1182","software engineer working as web developer with handsome experience in core php, codeigniter , wordpress , javascript , mysql. completed many projects for clients. very good learner and excellent team worker with excellent communication skills ,"
"ch1183","i,m a web developer at webpreneur academy peshawar and working in php framework laravel. , webpreneur acamdey peshawar "
"ch1184","i'm a web developer who encompass many different skills and disciplines online and offline. i am highly passionate about creating remarkable and creative web development and turning them into semantic mark-up language (html/css/javascript/jquery) web pages that are cross-browser compatible. along with developing wordpress custom themes, and creating interactive e-learning courses is among my on-the-job experiences. i just love what i do and very passionate about my career.  but over my career and what i have learned along the way has taught me that my professional values and experiences boils down to the following   1. i am a highly collaborative professional that doesn't care who gets the credit but wins overall for the customer and business. it is a win-win for everyone. 2. work with what you know and learn what you don   t. it   s absolutely important as a web developer to always adopt new tools and skills. 3. ability to think quickly and effectively to iterations in projects. to swiftly react to any issues that may arise and make necessary change. i easily adapt to changes and reflect on the overall projects outcome. 4. if i don't know the answer, i will figure it out. 5. resourceful team player who can work within a group or a self-starter to achieve a common goal.   -with more than 3 year experience of web web developer & web designing, currently involving in static and dynamic web pages integration with wordpress, bootstrap, laravel, codeigniter.  specialities  my specialities in xhtml div base layout,bootstrap jquerylibraries javascript, ajax, jason, html 5, css3, responsive css(bootstrap), designs/development. ,"
"ch1185","concept creation , web developer "
"ch1186","more than 3 years experience in software development including mobile applications, mean stack, mern stack and react-native. "
"ch1187","visual creativeness , php web developer "
"ch1188","web developer with a demonstrated history of working with angular and reactjs. skilled in income tax, automated software testing, html, software testing life cycle (stlc), and adobe aftereffects. strong engineering professional acquiring a bachelor of science - bs focused in computer science from national university of computer and emerging sciences. "
"ch1189","i started development with web application development with simple core php, after then according to industry requirements i started development with php frameworks like laravel and codeigniter. i also started android application development during my bachelor study period time. i found that shifting domains in development field is very joyful experience. , tbox solutionz smc pvt ltd "
"ch1190","i love to program things that work in real world and are useful for people in their business. i am professional, reliable and responsible for the work i do. i am very talented and creative about my field. i have been interested in programming since childhood. learning to new things about my field is my hobby. my passion is web and smart phones application development. "
"ch1191","for around a year now, i have been working as a front-end developer with technologies such as html, css, js, jq, mysql, php and angular. i have a good grip on tools such as wordpress, visual studio code, sublime, bootstrap, photoshop and many more. my goal is becoming a full-stack developer in the near future through mentorship, self-learning and occasional experimentations. when i'm not tapping away at the keyboard, i like to travel to new destinations, taste a wide variety of cuisines, or engage myself in a healthy competition of multiplayer gaming with my friends. ,"
"ch1192","working as full stack web developer. past experiences as alarm operator and technician."
"ch1193","experienced web developer with a demonstrated history of working in the computer software industry. skilled in embedded javascript (ejs), ajax, research, bootstrap, and cascading style sheets (css). strong engineering professional with a master's degree focused in computer science from quaid-i-azam university, islamabad. "
"ch1194","senior web developer "
"ch1195","i am a front-end web developer and back-end developer specialist. i have spent the one year working as a front-end developera and back-end developer. my experience falls under three areas  front-end technologies (html5, css3, responsive, javascript, jquery), content management systems development and theming (php,mysql,mvc) and email development (including responsive email development). i also have a good understanding in working with back-end technologies using php and mysql. i can also effectively use adobe suite of programs including adobe photoshop.  i have also been developing my design skills as i have worked extensively with designers.there is a detailed focus on the ui/ux side of website development that directs certain design aspects of how to guide the development of the website to be more effective.  i am a proactive person who likes to take initiative and manage the project or tasks handed down to me. i use essential tools that help me collaborate, manage and keep track of important aspects of the project to help me be more agile and efficient. i enjoy solving problems within projects and i don   t back down from challenges. thus, communication is important to me with my colleagues and i make an effort to communicate with all members of the team where it is essential to my work.  i look forward to developing my career and skill-set further in every role i take and i enjoy learning new things as i see myself being a senior web developer/php developer in the future at the cutting edge. my last role was a permanent position and i would like to continue this as i am looking for job webdeve oper/php developer, developing long term relationships and seeing projects develop from the beginning to the end. "
"ch1196","i have experienced on it development and now studying on information systems management. "
"ch1197","excellent command on written and spoken communication skills consistently approaches work with energy and a positive, constructive attitude remains calm, in control and good humored even under pressure self-management and motivated. ability to perform a variety of standard specialized and non-specialized tasks and work processes that are fully documented, researched, recorded and reported able to undertake other relevant duties as directed by supervisor ,"
"ch1198","curious and driven front ender who is aiming for becoming a fullstack developer. i am passionate about development since it gives me the chance to create something new, lets me work with problem solving and to figure out how to build different functions and components. to keep on learning always is what motivates me most.   in the future i would like to learn more programming languages, work more with javascript frameworks and backend. i aim at developing my fullstack skills since i think basically everything in programming is interesting.    my current stack is  html, css/less, javascript, jquery, vue.js, embedded javascript, mongodb and git. ,"
"ch1199","i want to face and explore new challenges utilizing my technical, analytical and business development skills and experiences in the area of it with innovative and creative contributions. , wrqureshi ,"
"ch1200","software company develop softwares based on different development expertise.  we have professional android or web developers with the most experience in designing with new versions of languages of java, kotlin, python, flutter with android studio, or  html, css, javascript, bootstrap, laravel, vue.js, react, or wordpress creative responsive websites works. make real-time twilio for sms, voice, mms, calling, video chat, or other useful dating and chating systems we have prominent experience in api integration done well for the last early projects on portfolio  really happy to work with you, and meetup your with all the requirements which you're wishing in within budget. have a good day dear."
"ch1201","i have done my bachelors(4 years) in the field of software engineering from a comsats university islamabad (attock campus), a well-known university of pakistan. i have 4 years of experience of learning and practical experience in developing software. in this long period of study, i have learned different courses related to coding and software engineering techniques, which put a solid foundation for me in computer fields, which able me to do work in any area of the computer and it. my expertise in the field of andriod application development, web development, and game development, is very strong. i am an active and broad-minded student among the others during my graduate studies of the last 4 years, very often involved in many curricular and co-curricular activities.   thanks. "
"ch1202","i am a certified web designer and developer. i have many skills in graphic designing and web application development front end and back end.  graphic designing 1. adobe photoshop 2. adobe illustrator 3. adobe in design 4. adobe lightroom    web developement     html, css, javascript     php, ajax, mysql     bootstrap, wordpress     c#, asp.net "
"ch1203","i am a software engineer, with 5 years experience as a freelancer, who prides his work as a web developer.  i am among top 20% wordpress developers on upwork with 2,000+ hours logged & 5.0 feedback rating. have successfully delivered 7 large and medium scale projects.   strong areas  back-end    php, asp front-end   html, css, html5, css3, less, javascript, jquery, bootstrap other technologies   ajax, mysql, wordpress, codeigniter  if you're looking for a tech savvy, please feel free to contact. , proammarx "
"ch1204","my first job training for 2months was with my uncle at their shop i worked as a sales man in 2014.then i re-work with my uncle's new shop at tariq road worked as online worker and promoted to older shop and worked as money management and leave because of exams.and now i am learning advance in web development before this i have learnt web designing & computer hardware repairing from ejiit in 2015 and in 2016 i have learnt advance excel from their"
"ch1205","experienced co-founder with a demonstrated history of working in the computer software industry. skilled in html, android development, software development, leadership, and web development. strong business development professional graduated from paf-karachi institute of economics & technology. "
"ch1206","seeking a challenging career with a progressive organization that provides an opportunity to utilize my technical skills & abilities in web development and to contribute in the growth of the organization. "
"ch1207","i have an interest in designing and crafting efficient modern applications, and learning new technologies and tools if need arises. , cn digital solutions "
"ch1208","experienced senior web developer with a demonstrated history of working in the computer software industry. skilled in php, databases, application programming interfaces and scripting. strong information technology professional with a master's degree focused in computer science from agh university of science and technology. "
"ch1209","kean to work on new technologies, prefer work over debate, love to face new challenges, promising attitude. i play cricket on weekends. love to watch movies. ,"
"ch1210","dejure technologies , frontend web developer "
"ch1211","experienced software engineer with a demonstrated history of working in the information technology and services industry. skilled in enterprise risk management, business planning, communication, management, and leadership. strong engineering professional graduated from national university of science and technology. "
"ch1212","i am elya i've been designing websites for a significant amount of time now. there are countless testimonials, successful clients and companies whom i worked with as techstar, startup bussinesses, techleap and many more! "
"ch1213","experienced freelancer skilled in full stack web development, microsoft excel, adobe premiere pro, customer service, microsoft word, enginneering drawings and sales. strong education professional with a bachelor's degree focused in computer system engineering (cse) from usman institute of technology affiliated from ned university. i did diploma in information technology from infra professional institute and also have many online certifications in programming and development ,"
"ch1214","experienced web developer with a demonstrated history of working in the information technology and services industry. skilled in python (programming language), jquery, html, javascript, and postgresql. strong engineering professional with a bachelor of science - bs focused in computer and information sciences and support services from the islamia university of bahawalpur. "
"ch1215","experienced web developer with a demonstrated history of working in the information technology and services industry. skilled in javascript, asp.net, c#, software quality assurance, and microsoft sql server. strong engineering professional with a bachelor of science - bs focused in computer software engineering from iqra university (official). "
"ch1216","a highly competent developer with extensive experience in programming specifically in php and its frameworks (laravel, codeigniter). for 3 years i have been involved in development of multiple diverse projects which expand from management system to customized erps. , red volcano "
"ch1217","am very passionate for my work and i work hard  to achieve goals , faysal asset management limited. , web developer "
"ch1218","i am a highly competent it professional with a proven track record in designing websites, networking and managing databases. i have strong technical skills as well as excellent interpersonal skills, enabling me to interact with a wide range of clients. i am eager to be challenged in order to grow and further improve my it skills. my greatest passion is in life is using my technical know-how to benefit other people and organisations.. i can play effective and efficient role by creating the required synergy to meet the organizational objectives and goals. "
"ch1219","a hard-working and motivated b.s (c.s) graduate with verbal communication, organization and numeracy skills seeking a job position in the field of computer science. pro-active and keen to learn, wishing to make a positive contribution to an i.t sector. "
"ch1220","worked in oracle technologies like oracle database, pl/sql, oracle developer suite,  currently working in php development at rewterz inc. as a senior web developer, working on wordpress, joomla, extjs, opensource techologies etc.  specialties  php, wordpress, joomla, oracle developer, extjs, jquery , wajidmuhammad ,"
"ch1221","work in a challenging environment with a scope of future progress. i would like to welcome the chances to work as a part of a dynamic working team where i could make a significant contribution while developing my skills yet further. to advance my professional career regarding my field of computer science. , asdpakistan    association for sustainable development , full stack web developer "
"ch1222","pursuing a bachelors in computer science from iqra university "
"ch1223","web developer with 2+ years of experience designing, developing, and managing complex e-commerce sites and internal frameworks. "
"ch1224","gbatistatos metasolutions ab "
"ch1225","to work in a challenging environment where i can learn and grow professionally with the passage of time and to perform my duties to the best my abilities.      experience in design and development of applications using.net and web technologies like xml, css, ajax, javascript, jquery and html in n-tier architecture.     experience with tfs,git.     strong database data modeling and design skills in sql server.     ability to learn & develop using new technologies quickly.     excellent communication and interpersonal skills     a good badminton player. ,"
"ch1226","i'm web developer and python programmer. i started programming when i was 13 and today i have experience of 5 years in programming. , self-employed , web developer "
"ch1227","full satack web developer |   mobile app developer |   laravel |   wordpress |   react native |   graphic designing , supersoft technologies (pvt.) ltd , mobile application developer "
"ch1228","to achieve a challenging and rewarding position with a dynamic group utilizing the skills developed through educational background and work experience allowing professional growth and career advancement with an opportunity to development. , eurosoft tech limited , frontend web developer "
"ch1229","front end web developer , techvento , frontend web developer "
"ch1230","all star technologies , web developer "
"ch1231","web development is my main interest and working with backend and frontend is what i am primarily focusing on at the moment.  my backend experience is a mix of various techniques such as php,mysql, asp.net, sql server, volusion, codeigniter, web applications development, wordpress, pyrocms, smarty, , html/html5, css/css3, jquery,  mongodb, twilio, tropo, nexmo, plivo"
"ch1232","i'm a full-stack javascript developer based in stockholm who is also passionate about ui/ux design. currently, i work at izettle a paypal service, as a web developer working with public-facing web applications and tooling. throughout my 6+ years of professional experience, i have worked with a number of worldwide clients, such as luxury singapore furnishing brand , us logistics and furniture companies, australian design agencies, construction companies, swedish software firms and many more international and local clients, on various projects ranging from e-commerce, travel, hrms, lms to logistics and construction.  skills javascript  nodejs - koa / express / nest front end frameworks (angular, react, vue) syntax knowledge of xml, json, etc. html, css3 git http & rest firebase db - sql / postgresql / mongodb platforms - aws / heroku / netlify testing - jest / karma / test cafe / cypress "
"ch1233","i am passionate, innovative and committed individual. graduated as a software engineer from university of gujrat. proficient in oop and problem solving. i am working officialy as a web developer from april 2018. , upwork.com "
"ch1234","experienced web designer/developer with a demonstrated history of working in the information technology and services industry. skilled in html, css, javascript, php, wordpress customization, laravel, and more. strong business development professional with a advance diploma of software engineering and focused in computer science from dadabhoy institute of higher education. "
"ch1235","experienced web developer with a demonstrated history of working in the information technology and services industry. skilled in cascading style sheets (css), php, wordpress, javascript, and json. strong engineering professional with a master's degree focused in msc (it) from university of education, lahore, pakistan. "
"ch1236","experienced website administrator with a demonstrated history of working in the non-profit organization management industry. skilled in web development, android app development and researcher. strong media and communication professional graduated from international islamic university islamabad. , prosol partners "
"ch1237","i am self-directed and motivated web developer. i have developed websites using html,css, bootstrap and i am familiar with wordpress and adobe photo shop platforms. front end web development skills seeking challenging environment for refining professional skills in reputable organization to utilize my professional experience and technical skills for innovative and value added contribution towards achievement of organization goals. "
"ch1238","a young, enthusiastic and creative individual having a potential for achieving highest standards in work. a team player. aiming to acclimate professionalism and work ethic in a dynamic workplace. my goal is to be associated with a company where i can build a long term career in my field with opportunities for career growth, and utilize my skills to gain further experience while enhancing the company   s productivity and reputation. "
"ch1239","wordpress shopify react and node , morosoft , web developer "
"ch1240","experienced web developer with a demonstrated history of working in the computer software industry. skilled in wordpress, codeigniter, cakephp, yii, and search engine marketing (sem). strong engineering professional with a bachelor   s degree focused in computer science from virtual universty of pakistan. "
