"cle","summery"
"ch0845","nairi currently is a product designer and researcher at aj&smart, where she helps to deliver to design and strategy sprints.   nairi's background is in industrial design, human-centered design, and working with people. her strong interpersonal, sales, and communication skills mean that she can adjust and thrive in any workplace. she enjoys fast-paced design, learning, exploring sustainability, and fostering communities.  raised in new zealand and born in france, nairi is now based in berlin. when she's not designing, she's outside  hiking, climbing, and traveling.,"
"ch0846","i am a passionate ui/ux designer with 15+ years of creative experience in delivering challenging assignments independently and in team environments. i am determined to provide a highly usable, intuitive, and emotionally engaging user experience on web and mobile platforms while researching new trends and grasping new concepts with ease.   tools and technologies that i use every day are adobe xd, sketch, invision, adobe photoshop, adobe illustrator, adobe indesign, instapage, google web designer, html5, css3/sass, bootstrap, javascript & jquery.,alex_midicula"
"ch0847","to be an exceptionally competent professional at an institution where i can best apply & polish my salient skills with hard work and dedication and keep growing my knowledge base.,omnia,senior ui designer"
"ch0848","to become an accomplished professional and the best in the field of website development with a focus on quality work and strong commitment to my job. as a front-end developer i excel at the following      4.5 years of experience in front-end development     good experience in node js, react js, html5, css3, jquery, javascript, dhtml, adobe photoshop, web performance optimization, gtmetrix / pagespeed insights / w3c standards, ajax / json api,css animation     expertise in responsive website development using bootstrap framework and custom media queries     experience in different web development frameworks (1140 css grid, golden grid system,  responsive grid system, etc)     extensive experience in front end development to be integrated with reactjs     proficient in theme integration, dynamic page & navigation development.     expertise in photoshop, adobe xd, dreamweaver"
"ch0849","innovative creative designer & 2d/3d animator with more then 13 years of experience in delivering of logical concepts building, 2d/3d animation, story boarding, lay outing, project composition, special effects,      specialized in 2d & 3d animation & creative designing from a well known institution & worked with well-   established tv channels like fatafeat a flagship channel of discovery communication, mtv and others.      extensive background in the full concept building & designing from initial concept through final delivery and live & recorded programs.     ability to rapidly achieve organizational integration, assimilate job requirements and employ innovative ideas, concepts, methods and technologies. energetic, self-   motivated, quick learner and spirited team member      good communication, interpersonal, intuitive, technical, analysis and leadership skills. highly dedicated and focused. thrive in both independent and collaborative work environments,atif_aquari,"
"ch0850","i   m a specialist in the human-centered design process, with significant experience in user research, brainstorming, prototyping, and usability testing. my passion is to combine business goals and user data insights to design meaningful products. that   s what i   ve been doing for 9 years as a user experience designer.  main skills  prototyping, qualitative research, product management,gbr_lins,"
"ch0851","ui & ux designer  i believe the role of a designer in creating a better world. i think design is a systematic attempt to change the future and we are living in greatest epic of innovation ever seen on earth, it   s an extraordinary time to live in and i am passion of making and designing thinks we want in the future, the future we want to live in and make people   s life experiences better."
"ch0852","architect and lighting designer, with over 15 years of international experience.  she has been working for  the last 11 years in the field of lighting in the middle east, starting as a consultant and as client in the position of lighting design director. she is currently enrolled in a leadership and management program at hbs, and focusing on research and education.  in the position of lighting design director at emaar development, patricia was in charge of overseeing architectural lighting projects for all of emaar   s portfolio, both in the uae and internationally, leading the lighting design conception, development and implementation across different types of projects such as masterplanning, hospitality, residential and retail.  patricia started her career studying engineering at the politecnica del ecuador, she then pursued her studies in architecture to combine her interest in mathematics with art, receiving her degree in architecture at the universidad san francisco in 2001. after this, she specialized in architectural lighting, obtaining her master   s in germany in 2005. currently she is  part of the harvard business school professional leadership development program. she has been invited as a speaker to dubai, london, spain, mexico, qatar and turkey."
"ch0853","i am an interior designer, with a bachelor degree in interior design and pre-masters.  finished the studies i went on to work in emaar egy, then an international studio of architecture and interior design in turkey.  at the moment based in dubai, uae, working in architecture & design projects.  i am extremely passionate and motivated and constantly looking for new opportunities. i love to watch and observe my surroundings and take inspiration from these for my projects. i am constantly looking for new experiences and knowledge, to improve myself and my work. i learn quickly and i am versatile and very reliable. i love working in a team, but if necessary also on my own and under pressure.  my personal design style is contemporary and minimalist, and interested in interior psychology with clean and simple shapes, while always paying attention to aesthetics and functionality of the spaces, with an eye for details.  designing skills     all aspects of interior design from the master-planning phase till installation & final project handover, creating the concept and schematic design moving to the design development, interior architecture, ff&e/ material selections and coordinated construction documents.     provide excellent communication, presentation and client liaison skills.     provide exemplary design, documentation and detailing.     be alert and informative for up market ff&e suppliers and materials relative to the design and decoration process.     awareness and interest in global design trends.  team leader      outstanding skills in leadership and supervision  manage project teams of designers.     take an active role in office management and setting up office policy to improve standards and productivity.     scheduling and prioritizing of resources     understanding that the role of mentoring and guidance is vital to ensure the right procedures and standards are set in place from an early stage.,enasawad_,"
"ch0854","i am a certified user experience designer(cua) who is passionate about meeting user's needs and expectations with also balancing the business needs with the user needs. i work in an agile environment where i apply my ux skills and methods learnt. i am also person that likes to learn new skills and methods to help me create an even better customer experience.  i am an enthusiastic, energetic and adaptive individual who likes to take on challenges and be innovative.  ux is not about being a follower in the industry but rather creating those disruptive experiences that people will use, interact and will talk about for generations to come.  my digital portfolio is available on request."
"ch0855","experienced user experience designer with a demonstrated history of working in the computer software industry. skilled in pro tools, mac, maxmsp, mixer, and sound. strong arts and design professional with a master's degree focused in music technology from university of limerick.,"
"ch0856","personal summary  a confident, competent and creative interior designer with 10+ years of experience  working on various projects ranging from residential to commercial, retail and public spaces. having a excellent commercial approach to solving problems and an ability to generate fresh solutions for the renovation of internal spaces, including structural alterations.   ambitious, imaginative and dedicated design professional eager to gain experience in a creative environment. looking for a new and challenging position, one which will make best use of my existing creative skills and experience and also further my personal and professional development,"
"ch0857","i believe in creating compelling digital experiences for everyone through the intersection of continuous innovation with technology. having a strong inclination towards design thinking methodologies, i believe in solving complex user problems through experimentation which involves repeated iterations to arrive at the most feasible solution.  being an extrovert by nature, i like attending meetups and conferences and conducting activities such as brainstorming workshops, ideation sessions, sketching, etc within my team.  in the future, i am eager to work on projects that involve innovation through the use of technologies like ar, iot, facial recognition to name a few.   keeping the customer at the center of everything i do and creating a happy moment for someone, somewhere is what gives me the most joy in being a designer."
"ch0858","i am front end developer / web and graphic designer. i help people and companies develop and design their websites, build a brand and establish sustainable growth       and with the dazzling design of the finished result comes a process devoted to functionality. i work hard and i work smart. i use css, wordpress, divi, php, mysql. i integrate usability practices into my websites so that the end-user has a smooth journey as they navigate their way around.  but besides the big world of web... i also design for print. i have designed and printed logos, business cards.  besides business, i enjoy life, traveling, learning, and singing (not only under the shower) and i love to provide value.  here   s who i help          top managers, entrepreneurs, consultants, marketers, salespeople & all b2b professionals     i help you build a personal brand and get more clients.         individuals who are just starting their journey  to learn more about how i can help you grow your business"
"ch0859","i am a mechanical designer&mep draft man at lts electromechanical llc dubai.i having more than 6 year's experience in uae & 1.5 years in india,lts electromechanical llc-dubai,mep designer"
"ch0860","talented, driven and flexible graphic designer with a proven record of delivering creative and innovative design solutions. a proven ability of developing projects from inception through production to final delivery, ensuring that all work is effective, appropriate and delivered within agreed timescales. running a freelance business       ,"
"ch0861","i am a certified ux designer with more than 10 years of design experience working for world-leading car companies like ford and audi. in my opinion, design is the overall concept of a product in terms of function, form and color which can only be sensibly designed once you understand the people who use it and their problems. future visions and innovative products can only be created in interdisciplinary teams. i can offer you additional value with my professional past and my technical, conceptual and creative versatility. i   m ready to make a difference in an innovative team that places their client   s user experience at the forefront of their company mission."
"ch0862","experienced studio manager with a demonstrated history of working in the architecture & planning industry. skilled in graphic design, drawing, sketchup pro, revit architecture, autocad, lumion 9, adobe illustrator and adobe photoshop. strong arts and design professional with a bachelor   s degree focused in architecture from national college of arts.,"
"ch0863","responsible for creating a visible image that can be used in media and print. uses software and hand-rendering to design products that meet the needs of the client.  primary responsibilities - meet with clients to establish a vision for a product or design. - select colors, images, textures and shapes to create the layout. - select the size and arrangement of the different elements. - use computer software to create electronic versions of designs. - employ color, type, illustration, photography, animation, and various print and layout techniques when  designing project. - develop material for web pages. - design logos for products and businesses. - develop signs and environmental graphics. - create promotional displays, packaging, and marketing brochures. - develop the layout and production design of magazines, newspapers, journals, corporate reports, and  other publications. - make short movies.,"
"ch0864","i am a happier person, when i paint, with more to say in my work, and actually more productive in less time.,"
"ch0865","accomplished visual designer with experience hovering over 13 years in web design, ui/ux design and front end development.  responsible for creating interesting visual designs that are appealing and ensure high usability. expert in modern web design, ui/ux design, responsiveness and cross browser, cross platform compliance.  expert in designing and front end development of ecommerce systems, information architecture for big data/ bi dashboards, handling complex interactions and simplifying challenging online processes.  expert level proficiency in design tools such as adobe creative suite, including adobe fireworks.  expert level proficiency in development tools such as html5, css3, compass, jquery, javascript, and bootstrap.,bisonics,"
"ch0866","i want to succeed in a stimulating and challenging  environment building the success of the company while experience advancement opportunities.,alexandria international furniture,senior 3d designer"
"ch0867","with 13 years of experience in ui designing and 4 years in ux. design, ux and dance enthusiast. born in the lap of himalaya, north india. studied arts and web designing in 2007. a strong believer of one supreme energy, you call him god. philosopher of    life without five senses   . - skilled in the use of figma, sketch app, abstract, adobe xd, invision studio, principal app, zeplin and adobe programs such as adobe animate cc, photoshop and illustrator."
"ch0868","freelance (self employed),freelance graphic designer"
"ch0869","abubakar ibragimov, graduate in bachelor of science in design management from the american university of sharjah (aus), holds solid background experience in communication, branding, ux & ui, and graphic design. abubakar is gradually gaining additional insight in project management and marketing. he is a keen learner, who is always willing to reinforce his existing arsenal of talent."
"ch0870","graphic designer . printing director . advertising operation manager. media partner .event director.  mobile no    0097430194858 looking for work ..,free lancer rune design,graphic designer"
"ch0871","motion graphic artist and digital compositor with comprehensive understanding in all areas of film production cycle.  my experience demonstrates a diverse skill set ranging from developing methods and solutions for solving technical limitations, compositing photorealistic effects, enough photographic knowledge, possessing good capacity to observe, imagination and a strong eye for balance, color, structure and detail.  i have acquired a bachelor   s degree in graphic design and my studies centered on computer aided design software used to create videos and graphics along with camera applications. while earning my degree, i completed an internship where i created both two and three-dimensional animated videos.  i have extensive knowledge of photoshop, after effects and illustrator. i am also very familiar with interactive media and ways to edit videos, photos and audio.  i have the ability to work together with a team to come up with ideas and to help create prototypes but i can also work independently and get the job done.,"
"ch0872","identity design shouldn't describe, but identify "
"ch0873","specialties  tangible user interfaces, physical computing, participatory design, co-creation, design thinking, innovation methods"
"ch0874","me, as a creative spirit always try's to create strong visual concepts to bring the brand to life. my passion has always been trying out new things, experiment with new ideas and create the rather unexpected. i consider myself a creative, who is always seeking to learn more about my field of profession, as well as those field's i get in touch with.     curiosity about life in all of its aspects, i think, is still the secret of great creative people        leo burnett  specialties graphic design, branding & identity,"
"ch0875","i design thoughtful digital experiences & beautiful brand aesthetics. i provide high quality web & graphic design services,location solutions,graphic and multimedia designer"
"ch0876","creative designer  i'm a young creative design from ghana based in dubai, with a huge passion for branding identity, logo design and helps in designing brand identity and brand strategy for businesses and help them to meet their potential. my design skills cover several creative design fields, i really enjoy the idea of creating new things by using design-thinking."
"ch0877","an experienced industrial designer with a demonstrated history of working in the consumer goods industry, developing designs for manufactured products and advanced concept studies. he does not look at his profession as an everyday job. design is a great drive in his life. it   s all about the passion to create."
"ch0878","i love bringing clarity to complicated issues. this is a common thread to defining a user experience, creating a concise and elegant design, teaching a concept or facilitating self-discovery. when not working, i enjoy playing badminton, escaping puzzle rooms or volunteering for events.   specialities  ui & ux design, wireframes & mockups, prototyping, user research, user test, responsive web & app design, landing pages, animation, photo editing, training design, training delivery, presentation, writing"
"ch0879","graphic web designer with more than 6 years experience based in dubai, united arab emirates. i am passionate about creating clean & elegant web page layouts, ui designs & app interfaces. experience in creating branding materials like brochures, newsletters, flyers & logos. creative researcher of ui, ux & design thinking."
"ch0880","currently working at passivhaus institut, darmstadt where he was an intern earlier. he is also pursuing mba-building sustainability student at the technical university of berlin. previously he worked as energy analyst at greentree. greentree provides various solutions centred around the concept of energy efficiency & design. this includes green building design & certification, epc contracting & interior fit-outs and smart energy metering solutions.   he has also been an intern at the indian green building council which provides a wide array of services which include developing new green building rating programmes, certification services and green building training programmes.   he was also an intern at l&t building and factories ic, jaipur where he worked on the construction of jcb manufacturing plant.   naman has represented india, along with his team at university challenge at ifat munich 2016.  he likes to put himself out for someone in need and he lives his life with the principles of honesty and optimism."
"ch0881","experienced creative lead with a demonstrated history of working in the information technology and services industry. skilled in graphics, logo design, audio editing, typography, and adobe creative cloud. strong marketing professional with a bachelor of science - bs focused in advertising & animation, interactive technology, video graphics and special effects from arena multimedia."
"ch0882","hi, let me introduce myself.  i   m nico, a psychologist, endeavour entrepreneur & tech enthusiast.   as you can see, i have held a wide variety of roles in different industries and professional niches.   this has allowed me to grow professionally and develop different hi-potential skills needed in today's multi-task, e-commerce, blockchain, globalized, fast-paced, business structures & markets.   think globally, act locally!   i have an entrepreneur mentality & a strong startup spirit, with a just fix it motto.   i am a firm believer in an ethical approach to business not only in a social aspect but also in an environmental one.   i am a passionate learner & serial networker, looking forward to learning something new every chance i get.   what i don   t know  i research and consult with specialized peer   s & colleagues.      luck, is when preparation meets opportunity    seneca    i enjoy teaching and keynote speaking. collaboration & teamwork is key, as i always say       let   s grow together, it   s a win win   .  feel free to reach out anytime, even if it   s just for a friendly chat. i   m always open to a constructive exchange of ideas.   i speak english, spanish & german in full professional proficiency. learning a bit of russian and chinese but still a newbie.   keep the good vibes in business going.   cheers!!!"
"ch0883","experienced graphic designer with a demonstrated history of working in the hospitality industry. skilled in flash animation, adobe premiere pro, adobe photoshop, adobe illustrator, and indesign. strong arts and design professional graduated from aptech.,"
"ch0884","web & graphics designer"
"ch0885","i'm a product designer driven by passion for making products and helping others do the same, or even better. i write a blog about product+design at darshangajara.com and often contribute to invision's blog.   i'm an internet-made designer and strongly believe in giving back to the internet. the reason why i created my side-project productdisrupt.com. i also hold a bachelor's degree in computer engineering from university of mumbai.   i   m experienced in delivering end-to-end product solutions for india   s top ticketing portal     bookmyshow and building a crowdfunding platform for creatives     wishberry. i also worked towards building a community of design enthusiasts for panda network.   my key responsibilities included business requirement mapping, product specification, user experience by user research, user interface and interaction design and studying the user feedback on an iterative basis.  i   ve also been working as an independent product design consultant for 5+ years now. my clients include startups and established businesses from us, uk, uae, canada and india. it has helped me understand the business of creativity and improve myself on a consistent basis.   very recently, i've helped design a diy interactive ad-platform for mcanvas in mumbai. and i'm currently tasked at designing an online experience for restaurants as an offering by a saas product company based in dubai, uae.,weirdowizard,"
"ch0886","pragmatic. disciplined. creative. collaborative. stefan bischoff brings these qualities to life.  he exemplifies the best of a web developer   s technical and analytical thinking with a designer   s imagination and holistic real-life composition. he is a design thinker in the truest sense, creating solutions from the end goal back to the first step, with diligent delivery every step of the way.  stefan   s approach with each client is to work together to create a clear picture of the desired end goal, scripting the look, sound, and feel with precision. with that established, he creates a project plan and timeline that will meet those end goals on time and within scope.  he focuses on delivering what is promised, without going over the deadline or the spend limit, and his clients respond with loyalty to this high-integrity approach.    he loves starting new businesses, and successfully launched and led angel printing as chief technical officer for eight years. from there he has been a web developer and designer in both employee and contractor positions, helping organizations with ui/ux in industries ranging from social gaming to biotechnology to fashion.  his ability to apply rigor to every embedded technology platform allows him to shift across industries while maintaining consistently strong outcomes.  stefan is personable, thoughtful, visionary, energetic and agile.  from the details of design to the details of development, he elevates organizations' online presence, ensuring that each new visitor who enters as a prospect leaves as a customer.   specialties  web development     adobe creative suite     wordpress development     customer journey     php     logo design     indesign     jquery     corporate identity     photography     css     pre-press     digital printing     social media     social networking     graphic design     cascading style sheets (css)     responsive prototyping     sass - css pre-processing    ,"
"ch0887","i'm an all-rounder graphic designer based in dubai, uae.   a humble, approachable, and optimistic type of person - combined with the passion to learn and share ideas to others. throughout my experience working in the industry i have developed my skills in designing graphics, prints, branding, 3d, web and photography."
"ch0888","more than 5 years of exposure in social media marketer, digital marketing, retail, cgi (3d image) and multimedia/graphic design professional with extensive retail business, advertising agency and client experience across the uk, middle east, and asia."
"ch0889","summary objective  to be able to work in the industry where i can maximize my potential to the fullest and provide professional inspiring designs with a commitment to quality and time efficiency for the overall development and expansion of the institution, and to enhanced my skill and expertise in the field of health, safety and environment.  technical skills  microsoft office (word,exel, powerpoint) macro media freehand onyx and wasatch ripping software encad photoscrift cutting and plotter roland plotter and cutting machine hp 5000/5100 large format indoor printing machine roland xj740 large format outdoor printing machine dgi and vista large format printing machine gandi jet-i innovation indoor/outdoor large format printing machine salsa / nhur / vu-tek large format printing machine  strength  *dynamic, dedicated, resourceful and fast learner *goal oriented individual *can relate well with other people *hardworking,  *can work with minimum supervision *willing to work on shifting schedule and render overtime *willing to face a challenging role, which will enhance my personality.  *possesses a sense of responsibility. *able to work independently with minimum supervision.  experience gained      good team player and multi-tasking capabilities     good orientation and implementation of work obligation and responsibilities.     proven initiative and the ability to work w/minimal supervision.     excellent organization and motivational skills.     good in oral and written communication,"
"ch0890","graphic designer and motion graphic designer, i work in designing ad videos and motion graphics videos   i use the adobe software suite adobe after effects and adobe premiere also draw scenes and set them to animate through adobe illustrator i also work in the cinema 4d.  for samples of designs from the link"
"ch0891","a freelance graphic designer and an illustrator with over 5 years of experience with it support background.  graduated from  a.s. griboedov institute, moscow, linguistics faculty and faculty of economics  contemporary design school, moscow, graphic design faculty.  finished a number of california institute of the arts graphic design courses.,"
"ch0892","professional sound designer, audio implementer and recordist.  specialties  sound design, recording, game audio, dialogue and localisation, asset organisation, editing and implementation, pro tools, nuendo, audition, izotope rx, wwise, fmod.  i totally love what i do, collaborating with industry professionals on a great variety of projects is something that i find extremely rewarding. there   s nothing quite like getting together a team of creative people and working together to make something great.  released game titles  gravel horizon zero dawn total war  warhammer anno 2205 heroes of might & magic vii aion lineage ii iron knight lineage ii ogame  released movies  maya the bee snowpiercer  released shortfilms   die letzten kinder im paradies squash pudel  trailers  call of war invasion  released audio dramas  maus & mystik vorsicht engpass"
"ch0893","advanced designer & developer with 4 years of experience in structuring, developing and implementing interactive websites. innovative use of technology and seo to drive traffic and engage users. able to complete projects efficiently and satisfy customers with attractive, user-friendly websites."
"ch0894","lighting certified architect with over 17 years of lighting design experience in the hospitality, retail, corporate, mixed use, streetscape, public realm, parks, sports and infrastructure sectors in the middle east offering lighting design consultancy services to meet the client   s needs and vision for the built environment.,msajuo"
"ch0895","experienced interior designer with a demonstrated history of working in the design industry. skilled in autocad, sketchup, 3d design, revit, and 3d studio max. strong arts and design professional with a bsc interior designing focused in interior design from amity school of design."
"ch0896","mood home furniture,interior designer"
"ch0897","interior/exterior designer and 3d visualizer, with 8 years of experience in residential, office, and retail interior design, conceptual design, 3d graphics, and construction documents. certified autodesk 3ds max specialist."
"ch0898","italian dairy products"
"ch0899","looking for new opportunity. i am a professional graphic designer/ web designer & developer based in dubai. always seeking new challenges to take my craft to new heights and feed my passion for story telling. i enjoy the creative process of any any project and quite simply love what i do. professionally and more passionately than ever.  method and style of creating, listening, and collaborating with partners builds trust and a positive working relationship.  i love meeting new people & new things, so please feel free to say hello & share a story with me. i am thrilled, and truly blessed to be a part of the unity family!  start where you are, with what you have. make something of it and never be satisfied.  specifications   branding and design as a science, including color theory, illustration, typography, web design, logo design , graphic design, template turn into html, web templates,making websites,  picture editing, making social covers & design.   designing specialties      html      css      php   software knowledge       photoshop     adobe fireworks     illustrator     dreamweaver     ms office  professional skills      technology savvy     highly motivated     energetic     creative     imaginative     work to under pressure and to tight deadlines.     communicate confidently."
"ch0900","i was born in damascus . when i was young my dream was to be an artist so i worked on it . i studied in fine arts faculty in damascus and got a well education about many sides of art i have specialised in graphics and visual communications . i had work experiences with a part time jobs before my graduation, and then a full time jobs in some companies in syria and now in uae as a graphic designer , senior graphic designer and art director having better opportunities , more experience are the main objectives of my career. meeting new people in my field, keeping myself updated, updating my knowledge are my strategy to evolve my self .  specialties   graphics applications  - advanced in adobe photoshop . - advanced in adobe illustrator . - advanced in adobe indesign .  - microsoft   (windows, word,outlook).,"
"ch0901","intensive interior designer with an art in 3ds max who loves to experiment every aspects in design and architecture.,lulu group international,designer"
"ch0902","i'm a designer, creative, interior designer, 3d generalist, handcrafter in a creative field and i consider myself a reputable and reliable professional, my spirit made of curiosity, i'm searching every day for a new challenge and new workmates whom i can learn from and i can realize with very high-level productions. my great dream is to continue working in the creative field, and making things at the highest level.   i like facing always different challenges in order to raise ability of adapting myself under various circumstances and hard tasks, with my great passion and my deep curiosity towards the entire creative world i have the opportunity to test multiple techniques approaching and conceptual problems which i will face from time to time, and become an advanced creative architect who always ready to organise and lead the team.    my duties and talents      exterior and interior advanced design     exterior and interior production design     colour and material design     product and merchandise design     3d modeling     industrial design consultancy     member of the syrian fine arts association      plastic art courses     high skilled interior design     exhibition stand design     freehand sketch     event design,"
"ch0903","stickman design llc,senior interior designer"
"ch0904","ux and ui designer with a bachelors of visual communications design. love everything about web, app and data systems design. a true typography devotee.,idanarbesman,"
"ch0905","i am passionate about user experience and creating outstanding digital experiences based on users' needs. i strongly believe that the best ux is created when people have the right conversations - i prioritise process facilitation over shiny mockups.,ableton"
"ch0906","an ambitious, creative and dedicated professional interior designer with an international outlook as well as a charismatic leader.  an imaginative interior designer with extensive working experience on a mixture of projects. i have not only an excellent commercial approach to solving problems, but also a proven ability to generate fresh solutions for the renovation of internal spaces, including structural alterations.  moving forward with my career, i am eager to get involved in new and challenging position that will make best use of my existing creative skills and experience, over and above that, will further my personal and professional development."
"ch0907","a ux/ui mobile designer with an easy-going personality who is looking for a role to use my full potential. i'm also a fast learner, love to experiment, create new stuff and explore how things work."
"ch0908","experienced graphic designer ux design with a demonstrated history of working in the design industry. skilled in web design, adobe photoshop, adobe illustrator, and flash animations."
"ch0909","there is nothing more satisfying than to overcome a challenge. in my professional world these are design challenges, and i thrive on finding the best solutions. some projects are a clear challenge before acceptance, but invariably, every project will have some obstacle to overcome or problem to solve.  in creating sarhen, my vision was to unite a team that also shared an inherent sense of dedication to find the best solutions for every client and project. sometimes i think we are a little crazy sending eureka messages to each other at all hours, but we live in our work and we love our work. it is this spirit that makes our work fun, and ultimately delivers great design bringing beauty and function to the crazy world in which we live. as an extension of our team, we exclusively work with vendors who are dedicated to supporting our projects in this same way to bring our designs on paper to physical form.  while sarhen is a young company, it has been in the making for years, and has an experienced team of designers that together have over 50 years of practice. to date our portfolio ranges from private high end residential, commercial residential, and hospitality work, even a national park visitors center!"
"ch0910","be part of a professional and considered organization where i can fulfill my ambition. and to maintain high experience and productivity that will meet my self-esteem.,mirabello interiors,senior interior designer"
"ch0911","rpa consultant and developer (blue prism, uipath), with vb.net, sql, web development and excel vba skills, quadrilingual (spanish, german, dutch & english) and with experience in international consultancy, process analysis and on site and remote solution development, as well as rpa support in virtual environments.  big advocate of teamwork and continuous improvement at all levels, my passion for this field has driven me to reorient my career and prosper in a dynamic and international environment, not only implementing rpa solutions but also analyzing business processes, providing technical support and being in charge of mentoring external rpa teams.,"
"ch0912","interior designer with a master's degree in lighting design from new york with experience of increasing levels of responsibility and work assignments including space planning, interior furnishing, fit out renovation spaces. i am hard working, self-driven and very motivated. creative in every aspect of my field. excellent software skills ranging from revit to 3ds max. can work in a multi-cultural work environment."
"ch0913","looking for a job in the field of architecture or interior designing.,ss lootah international investment group,assistant interior designer"
"ch0914","i am an interior architect with a professional practice spanning across a wide range of disciplines. i have a demonstrated history of working on workplace design, high-end and mid-range residential developments, residential design, and design of educational facilities.   i have a strong belief in creating new conceptual experiences developed around functional and aesthetic spaces. i have always been intrigued with the study of scale, which allows me to touch on the largest aspects of a project down to the final details. in turn, this has allowed me to excel beyond my years and position myself as an avid thinker. i hold a masters in architectural design and urban vision.,"
"ch0915","   creativity is nothing but the way to solve problems.    and i   m a man who aims in solving it all. i, wajahat ali nawab am a product designer, illustrator and a storyteller having 7 years of experience. i believe in learning more, eager to solve complex interactions and humanizing user experience. skilled with prototyping, i build pixel perfect designs. moreover, i am an artist by soul who loves sketching, drawing and passionate in film making.,wajahatalinawab,"
"ch0916","worked on various software applications / e- commerce / web design as ux / ui designer.  automotive sector for bmw (level 5 autonomous electric cars) volkswagen regio central infotainment display as ux / ui designer"
"ch0917","with a passion to learn on the job and an eye for detail, i hope to grow in a set up which allows me to take my previous experience in hospitality design forward through multi-disciplinary creative approaches in spatial exploration and problem solving check my work "
"ch0918","a confident, competent and imaginative interior designer with extensive experience of working on a mixture of projects  having a excellent commercial approach to solving problems and a proven ability to generate fresh solutions for the renovation of internal spaces, including structural alterations.  an ambitious, creative and dedicated design professional eager to gain experience in a creative environment. skills and experience and also further my personal and professional development"
"ch0919","as a creative professional with over twelve years of experience working in the digital media and game development industry as a multi-faceted producer and designer i have extensive knowledge of production, business development, strategy and innovation. my varied background across different platforms, companies and markets provides me with a unique understanding of the game and digital media industry across all disciplines and sectors."
"ch0920","space design for interior & exterior architecture,architect and interior designer"
"ch0921","i'm a self motivated and positive person... i'm currently based in united arab emirates, 15 years as a head florist designer.  my task includes      prepared floral displays for weddings, baby deliveries, and events.     demonstrated high creativity through visually appealing floral displays     stayed current with the latest trends in floral design     handled major events, weddings without any supervision and individually     creating designs for window displays every season of the year (valentine   s day, easter, spring season, ramadan, national day and christmas).     provided innovative floral designs through use of colors, and accent materials     provided costs estimates and arranged prices for clients     meet with the clients and discuss their requirements for the events/wedding/baby delivery.     working with the cad operator to make the design presentation and sit with the team to organize the events requirements (lightings, furniture, stage and etc.)     creating vip tray compositions for the chocolates.     creating seasons collection designs for the boutique display (boxes, trays, chocolates and boutique display designs).     supervise and coordinate with the staff of floral department"
"ch0922","10 years experience in kitchen designer for commerical kitchen equipment,stars aluminium & glass co.,interior designer"
"ch0923","an interior designer with over 10 years of professional experience, vijay has worked on educational, residential, work space, f&b and retail design projects in india and the middle east with the primary focus being on experiential design.  in the last two years, he has worked on the design of two international british-curriculum schools in dubai, one of which was recently awarded the 'education and healthcare lighting project of the year' award at luxlive middle east 2016. his responsibilities as a senior designer are -  - design conceptualization. - project coordination. - working with and leading a team of interior designers, 3d visualizers and draughtsmen. - liaising with the client, contractor and specialist consultants. - inspecting the quality of work on site periodically and its adherence to the ifc drawings.  vijay's relies on critical thinking and rationality as a designer and his strengths lie in his interpersonal skills and attention to detail."
"ch0924","my passion to architecture started once i decided to study in this field. but after the five years passed i became more passionate about architecture and how to built  an environment that can affect its occupants at a human scale. from here i started my journey in practicing my architectural passion in real projects and in visiting construction sites to see how the detailed drawings  are applied in real construction. then my interests in architectural design reside in interior architecture and how the built environment can affect the person at a psychological and emotional level, and i think this is essential to successful architectural design. since in my opinion, design in interior spaces is an intimate creative process that requires an attention to detail and artistic ability. then i started to work in a firm that focuses on interiors and my passion grows more and more when i started to interact with people. learned how to work with a variety of people with different types of expertise and gained knowledge in applying the creative design process to a variety of scales and applications. i learned how to manipulate architectural spaces in a variety of environments, even those that were originally unfamiliar to me, and how to adjust to environments that were not my own. at the end all of this makes me an excellent communicator and a strong team leader where i have developed robust knowledge in hospitality interiors and architectural designs, providing excellent solutions with passion to space planning and a wide knowledge of materials and production of construction documents.  demonstrated ability to carry out project tasks in linear fashion and demonstrate successful completion of tasks within established budget parameters and meeting deadlines within those same parameters.,"
